product_id,seller_id,shipping_limit_date,price,freight_value,review_score,customer_id,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_id,CEP_customer,cod_estado_customer,CEP_seller,cod_estado_seller,payment_sequential,payment_type,payment_installments,payment_value
a7216be504e1ff211b67479ab193a552,a2e874074c877c5a05abae80ad6e488f,1535738118,69.9,21.13,5,81434b9d10a7796f96c83d3b6695016a,1534959729,1534960518,1535124780,1535587389,1536537600,42,886,3,5200,50,23,27,8,3471,SP,15070,SP,1,credit_card,4,91.03
c7f27c5bef2338541c772b5776403e6a,7d7866a99a8656a42c7ff6352a433410,1535727922,24.9,8.33,3,496630b6740bcca28fce9ba50d8a26ef,1535554320,1535555122,1535572860,1535647019,1535932800,54,429,1,450,28,9,19,35,9541,SP,1320,SP,1,credit_card,1,33.23
bb42f37fc3d9130e4a4339d24a47dd7c,da8622b14eb17ae2831f4ac5b9dab84a,1535974517,44.9,8.47,5,1ac3126c5135c77318214fd99cf238d4,1535368579,1535369717,1535554140,1535670253,1536192000,59,81,1,400,20,2,15,4,13015,SP,13405,SP,1,credit_card,1,53.37
2ae49b2b174231324f42d783f93d0edc,4869f7a5dfa277a7dca6462dcf3b52b2,1535466356,246.9,14.39,5,e9fa18734cb99d218c0bee8e5b02ab5c,1535033626,1535034356,1535113560,1535565810,1536105600,55,463,2,258,18,10,17,10,4459,SP,14840,SP,1,credit_card,7,261.29
f744c6a73a924600d92abc66a44d4f7f,ed46f1eb4a638113deb2a1137b5f22e9,1535591409,585.0,37.86,5,d5dbbec5196cc5d81fff118925e2bc5d,1535065507,1535073009,1535118480,1535650379,1536192000,46,578,1,3350,36,22,22,1,2611,SP,89080,SC,1,credit_card,10,622.86
d017a2151d543a9885604dc62a3d9dcc,6560211a19b47992c3666cc44a7e94c0,1535468123,49.0,7.6,1,e13a5ed086aacc9b2b7466c78645b468,1535122777,1535208923,1535392680,1535564305,1535500800,59,93,7,250,16,2,11,18,9360,SP,5849,SP,1,credit_card,4,51.7
cc419cef76963f8e0cde78157908a6c3,fadb07c842a2aef5d5a676b85f220e71,1535601021,21.99,17.47,5,25308e9c16af1a99ce8c88b431f0bca5,1535382299,1535428221,1535471280,1535558303,1535587200,58,465,1,5000,50,27,27,6,15084,SP,15052,SP,1,boleto,1,39.46
dbaee28f4ee64465838a229582d77520,8daab2245ebdc277c51098d01c5ad8ef,1535119478,55.9,8.55,4,c6e691c175eec63a4100191183cf90fc,1534945780,1534946678,1535034180,1535410703,1535328000,58,1178,2,418,19,6,13,26,11702,SP,8411,SP,1,credit_card,1,64.45
6e9d34c0cf438c5a29a9a0232ffe54b6,e24d3429d294b2eb200b064ebb035879,1535434513,220.0,14.84,5,3c6ea1acabe8c875fd3484d5e34d10e4,1535259226,1535261713,1535378820,1535482621,1535587200,60,358,1,4000,25,27,29,1,2479,SP,3514,SP,1,credit_card,2,234.84
e84d1a4a08db13e8dea6d400a1c6a3f0,7f40d06aa0b5f1aa4f41af8c0480e2ef,1535571320,49.99,11.37,4,c5a9ffc867b51a706a06ac6e1e3fa61a,1535397718,1535398520,1535482920,1535563705,1536624000,34,926,2,700,24,15,24,46,4116,SP,13506,SP,1,credit_card,2,61.36
c8cfa622661e047ea2499f8bce4731a5,4b9750c8ad28220fe6702d4ecb7c898f,1535550621,134.9,9.69,3,608504ddaf7e677eec291b124ab24093,1535117936,1535118621,1535379060,1535485596,1536105600,56,628,2,650,24,14,18,12,8253,SP,13484,SP,1,credit_card,10,144.59
dce7d5964fd84b401af7d9369a9df643,6eeed17989b0ae47c9f11ece6f38ea90,1535666627,159.0,16.41,5,1abaf0a998b6b5157867e2311edba42e,1535405323,1535407427,1535467620,1535573003,1535932800,55,240,2,9750,55,35,12,3,7162,SP,4123,SP,1,credit_card,10,175.41
8c591ab0ca519558779df02023177f44,a1043bafd471dff536d0c462352beb48,1535121926,99.99,44.5,5,332b269682a1dfa3237a8641690993fd,1534948215,1534949126,1535030520,1535578615,1536019200,47,1893,1,6050,20,20,20,17,17067,SP,37175,MG,1,debit_card,1,144.49
41c24b8ce92d1a2cac62db5edfd088b2,4869f7a5dfa277a7dca6462dcf3b52b2,1535512218,104.0,18.83,5,d5e9eb9208e37c9f39e6f19c0941b675,1534956737,1535080218,1535113560,1535655116,1536192000,27,178,1,314,18,11,14,10,39648,MG,14840,SP,1,boleto,1,122.83
64ad2771f3e2c9c546e224021c36c807,77a515caa36327151d1cc6c32a9f00e1,1535381203,99.0,19.88,5,593284b430f85ce2c670f5aa67bd5464,1535034791,1535035603,1535385960,1535653010,1536019200,50,114,1,900,36,6,28,13,36240,MG,9912,SP,1,credit_card,2,118.88
86ecc269de40ba13205e7beeee12f26f,b76dba6c951ab00dc4edf0a1aa88037e,1535660123,29.99,7.47,5,54081452326c25cde023a4c5a7850275,1535400187,1535400923,1535458020,1535654927,1535673600,31,329,4,188,17,6,12,9,4966,SP,3237,SP,1,credit_card,1,37.46
4d8c2f14df6a1429692e995d787613a5,d9a84e1403de8da0c3aa531d6d108ba6,1535113817,12.9,7.39,5,16cb12efaba0eb4a1401091ebd4d9ec1,1534940385,1534941017,1534968780,1535216785,1535328000,50,304,1,350,23,4,23,12,4128,SP,3562,SP,1,credit_card,1,20.29
43506d2b6b5e0535079f88c7dc51c4de,05730013efda596306417c3b09302475,1535511913,238.0,68.72,5,6b47c3eea2c418b4ee03f1cc38e30519,1534968997,1535079913,1535119020,1535668351,1536710400,54,746,5,6850,105,5,65,68,37150,MG,88813,SC,1,boleto,1,306.72
dd4bb630f241ce3910d9595b395efeb5,6061155addc1e54b4cfb51c1c2a32ad8,1535426726,128.0,19.0,5,28622a30de0b61091d78cb053b9cf450,1535021812,1535081126,1535122560,1535652286,1536105600,23,1151,1,160,16,11,11,30,36420,MG,13043,SP,1,boleto,1,147.0
8fb8fc612eb9832ae220a1b88f3b375d,402916f742e5c740cc751493d9cf5053,1535447083,149.0,19.14,4,3d4c473f325542281c88efce5ae91375,1535014074,1535015083,1535033400,1535590579,1537401600,58,733,1,250,16,16,16,1,25957,RJ,39740,MG,1,credit_card,6,168.14
bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,1535121025,330.0,39.22,5,c1f58b0f5ff7289cae44c813e981ee84,1534947462,1534948229,1535029920,1535572484,1537228800,60,2644,6,400,34,4,22,1,56250,PE,9628,SP,1,credit_card,10,369.22
3b10cf7d1e08c598428ad6eb7c59d09c,8a432f4e5b471f8da497d7dc517666e2,1535104511,89.0,23.42,5,48961cfec533cf17b135ded190707882,1534930947,1534931711,1534947000,1535503593,1536537600,59,775,1,1550,32,10,28,4,85960,PR,19042,SP,1,credit_card,10,224.84
aadff88486740e0b0ebe2be6c09476ae,da8622b14eb17ae2831f4ac5b9dab84a,1535599528,29.9,18.31,5,b0046bc2fbf6c21b9d50c60db587ca77,1534930302,1535081128,1535121060,1535573928,1536710400,56,390,1,250,16,5,15,1,70843,DF,13405,SP,1,boleto,1,48.21
1264d5ede085c34d455f62cceca87791,d379f449f2a3b271bc01c0782020f705,1535108670,43.5,23.11,5,b1ac696f4c189722e28f5fde229eacc5,1534934934,1534935870,1534954320,1535661887,1536019200,61,3781,1,2050,33,8,26,5,13252,SP,35500,MG,1,credit_card,6,66.61
3f0602cdcad0ac24d72b038103a3783e,5def4c3732941a971cba8fdee992ede1,1536001519,7.5,7.39,5,1c3d8766b5f8b24d7e95001ce31d1d38,1535482160,1535483119,1535546100,1535660198,1536019200,57,589,3,250,16,2,11,3,5089,SP,2113,SP,1,debit_card,1,14.89
5ef15970297e8282ea1f0e3ddc528503,602044f2c16190c2c6e45eb35c2e21cb,1535460314,41.99,18.39,5,082d62ce77055d3e52dcd10c1e2ddd2d,1535027521,1535028314,1535031480,1535572648,1537228800,47,187,1,475,16,13,18,4,74486,GO,14940,SP,1,credit_card,2,60.38
2b4472df15512a2825ae86fd9ae79335,67bf6941ba2f1fa1d02c375766bc3e53,1535725819,209.0,46.48,5,e60df9449653a95af4549bbfcb18a6eb,1535552303,1535553067,1535556540,1535646295,1536019200,44,112,1,13550,48,49,49,27,80045,PR,82400,PR,1,credit_card,8,510.96
03ff4bf1cbb9b00aca270dac77757582,7e3f87d16fb353f408d467e74fbd8014,1535458214,20.9,12.81,5,68c54dbda8f6d832d974c45a869031c2,1535284774,1535285414,1535381760,1535581907,1536105600,57,159,5,250,16,4,14,41,14093,SP,4809,SP,1,credit_card,3,33.71
dc405c97a6bb6f7d86222f2160540b02,dbd66278cbfe1aa1000f90a217ca4695,1535329470,53.3,12.67,5,c08966d4afbdb8bea76adb8fbf221ceb,1534982970,1534983870,1535023680,1535111488,1535414400,43,1552,1,2500,31,11,20,43,5010,SP,5588,SP,1,credit_card,1,131.94
060c17562f97e5bb60bc0dfa4dd5b3f2,9f505651f4a6abe901a56cdc21508025,1535107524,24.99,7.44,5,10f2beaf4d0f6f475d9f4cfdc9b05457,1534933273,1534934724,1534949400,1535150512,1535414400,40,675,1,150,18,6,14,2,8260,SP,4102,SP,1,credit_card,1,64.86
a59fb60fddcc72a9878b7ed5cb69d8e4,7040e82f899a04d1b434b795a43b4617,1535707818,14.9,7.39,5,e350a18244c16257e0bac342c17e3d1a,1535447883,1535448639,1535470980,1535650345,1535932800,48,424,1,200,27,5,20,21,5787,SP,1026,SP,1,credit_card,1,22.29
8873909eb9409566f9d5a6d47c4d38c1,08633c14ef2db992c11f840f04fad4cd,1535468711,15.9,7.39,5,5445f5f238cfaafc96fd267d5db851d6,1535122639,1535123111,1535373960,1535481148,1535673600,49,232,1,265,19,18,16,1,12327,SP,9416,SP,1,credit_card,1,23.29
3a362c0e7f9a69276e2d95869a3e143b,c70c1b0d8ca86052f45a432a38b73958,1536018308,110.32,8.03,5,84dc684f01a447dec8a0f76530e5894c,1535326284,1535327108,1535547780,1535664758,1536105600,60,919,1,150,22,3,15,1,5716,SP,13186,SP,1,credit_card,3,118.35
bb50f2e236e5eea0100680137654686c,f7ba60f8c3f99e7ee4042fdef03b70c4,1535128519,330.0,10.47,5,29b62435a300257ca07bdd99be03385b,1534955211,1534955719,1535036280,1535154890,1535328000,60,2644,6,400,34,4,22,1,4113,SP,9628,SP,1,credit_card,8,340.47
529bb98486625f3590837af3e22e49a4,9f505651f4a6abe901a56cdc21508025,1535109874,44.99,15.42,5,d3bd738261705a7ca540dad36d95623c,1534935915,1534937074,1534943760,1535422488,1536537600,42,652,3,250,19,3,15,2,72210,DF,4102,SP,1,credit_card,1,60.41
900c2341f3b48dcc07b37f6e9e080b9d,1e8b33f18b4f7598d87f5cbee2282cc2,1535358921,195.9,18.58,5,3d2b2cd45b02124cf195592ce4eefba0,1534937535,1535013321,1535038140,1535142709,1535328000,59,275,1,5050,57,18,51,4,1230,SP,2066,SP,1,credit_card,5,214.48
72b4b2eaeeba10703a63a5f639315366,c003204e1ab016dfa150abc119207b24,1535441409,143.9,12.03,5,0bbd5833a02f8f7aae1c7692bfe25320,1535095247,1535095809,1535115300,1535400529,1535587200,59,893,3,1800,30,30,30,3,7866,SP,7790,SP,1,credit_card,2,155.93
8a12c0e223d9dbd49ccfcd2ad25d1b30,b839e41795b7f3ad94cc2014a52f6796,1535406310,2160.0,27.42,5,2e9ae3e10bcfcc16fe0eedc2ac5f9f6a,1535060973,1535147110,1535396940,1535501807,1535587200,52,2683,1,2490,16,19,24,26,11700,SP,9541,SP,1,credit_card,10,2187.42
6fd82d8f842424334fedf31190e54d24,6560211a19b47992c3666cc44a7e94c0,1535359516,55.0,7.61,5,cd152920bf236523f7f23b0c29468580,1535012685,1535013916,1535028600,1535407593,1535414400,60,160,3,250,16,2,20,10,1508,SP,5849,SP,1,credit_card,1,115.23
7e48d9554094858ee2269c4ef809f50e,6560211a19b47992c3666cc44a7e94c0,1535359516,45.0,7.62,5,cd152920bf236523f7f23b0c29468580,1535012685,1535013916,1535028600,1535407593,1535414400,51,789,2,200,16,2,11,10,1508,SP,5849,SP,1,credit_card,1,115.23
9ae12b29023f393609663f7e954400d7,c5e60e39c0f42b8e827daa13cff74afa,1535571017,19.9,8.3,4,ed6d4349ab056f4369bb1441779b6a50,1535138580,1535139017,1535383860,1535668946,1535587200,30,215,1,300,33,5,23,4,8594,SP,3449,SP,1,credit_card,1,28.2
20d6d5469584eb71125803455ccf914a,ea8482cd71df3c1969d7b9473ff13abc,1535510721,99.0,7.95,5,08ea393f29fd8d854b91ce3a902bb5a0,1535102403,1535165121,1535470140,1535665872,1535587200,57,828,2,350,17,4,12,9,3282,SP,4160,SP,1,boleto,1,106.95
4c82c8d31845d751d797debc3d03697f,ce27a3cc3c8cc1ea79d11e561e9bebb6,1535600721,12.99,7.39,5,ba0cb3c8fdd57a9f03fe71f48986dd8c,1535202433,1535427921,1535455980,1535567796,1535587200,51,872,6,145,16,9,13,2,9626,SP,3006,SP,1,boleto,1,20.38
947f602dbb2ac7b6795cc5b1f0508a52,42b729f859728f5079499127a9c2ef37,1535376920,28.39,7.46,5,d35a891df4b2a8cca3a334a3435ecaa5,1535030605,1535031320,1535115360,1535578428,1535414400,37,3781,1,100,16,5,17,1,4846,SP,3910,SP,1,credit_card,1,35.85
10b930e4c15b5f8e6b7c8c7e17ac776b,5656537e588803a555b8eb41f07a944b,1535383883,49.89,17.28,5,a31f3b93bfe2d5bd18745603e3e537c5,1535036206,1535039106,1535111940,1535641592,1535673600,37,360,2,450,19,15,15,20,4119,SP,72015,DF,1,credit_card,1,67.17
37f4d0bf85fbf875c920d460766d6a5c,955fee9216a65b617aa5c0531780ce60,1535656217,30.0,8.37,4,db7432cb997db7083db6aaea715d3433,1535482693,1535483417,1535560260,1535664387,1535673600,51,1512,6,500,35,14,23,44,4138,SP,4782,SP,1,credit_card,1,38.37
edcd467c7d7e9c938260a63084594296,939e6227d6964a11a70aa91243e418f2,1535512228,98.0,15.76,5,0bc0850d0f0f4d17c5faac1f564e2a7c,1535037361,1535080228,1535114100,1535559998,1536537600,60,1471,4,1250,22,12,16,1,39880,MG,36408,MG,1,boleto,1,113.76
15bef25125df6626665f702257bd1e79,55dedd83e501d8248880557d9073cbfd,1535409010,155.0,14.3,5,93f0c8eaf1b7a1c951d234d56b232e35,1535235438,1535236210,1535366760,1535469110,1537401600,59,1343,3,150,16,6,11,1,27920,RJ,22061,RJ,1,credit_card,3,169.3
bdcf6a834e8faa30dac3886c7a58e92e,2a84855fd20af891be03bc5924d2b453,1535725823,45.9,15.39,5,6e353700bc7bcdf6ebc15d6de16d7002,1535552308,1535553023,1535568660,1535647951,1536624000,26,394,1,1614,31,16,28,1,38600,MG,30111,MG,1,voucher,1,61.29
504f07e36481e5e72043def3d874b92a,2e1c9f22be269ef4643f826c9e650a52,1535456714,100.49,14.28,5,cafaf59bd14e7535e7b6620739ac144a,1535105779,1535111114,1535124900,1535586440,1536537600,53,847,2,600,33,5,16,6,16013,SP,4850,SP,1,credit_card,10,114.77
e611a297d7a9df83f906aab5c746fd06,81f89e42267213cb94da7ddc301651da,1535493870,96.0,13.33,1,6c8f7799a68b43732bd676927474b28a,1535061004,1535061870,1535187600,1535591789,1536192000,40,634,1,436,20,13,15,7,5340,SP,19063,SP,1,credit_card,8,109.33
49d23d4887468040921b413a6d4f3ec7,8a432f4e5b471f8da497d7dc517666e2,1535628612,69.0,13.14,2,fa62a9ef95e703b49c4bf530ce1e4efb,1535454997,1535455812,1535465460,1535580195,1536192000,52,1072,1,1350,39,7,31,4,13082,SP,19042,SP,1,credit_card,8,82.14
ab1f9387c0627dd24000bfbc54fdeee0,5656537e588803a555b8eb41f07a944b,1535403329,18.89,17.06,5,fa8bd7fb24bdbc085a2e0676ce5461cc,1534971428,1535057729,1535111940,1535669514,1537747200,45,456,1,175,22,11,16,33,24358,RJ,72015,DF,1,credit_card,1,35.95
a9d28bf666feccc924dd16f0a19cb70b,33ab10be054370c254ddfcf0a6253422,1535630721,58.2,7.83,5,feb2fb674b5b45151ac0b7a79694650a,1535457105,1535457921,1535466900,1535558086,1535932800,45,3091,1,150,24,5,11,1,20231,RJ,22790,RJ,1,credit_card,1,66.03
8af5b5f4f89849cc4dce36dee73dd9de,d6b1ce66b035a475f00c017792ff9769,1535497464,75.0,23.33,5,85a0f9b7de741202663cd284bab26e93,1535323816,1535324664,1535370180,1535648260,1536019200,43,730,1,1000,35,10,35,5,32015,MG,13327,SP,2,voucher,1,16.44
2afc707b6184690b2ab2c03f44e97293,516e7738bd8f735ac19a010ee5450d8d,1535573057,88.0,18.42,3,83118e93b969419946159bf8520873ef,1535140268,1535141057,1535377080,1535635939,1536883200,41,2153,1,1850,16,14,15,1,8665,SP,22230,RJ,1,credit_card,1,106.42
62abef05dddbd149514e4339c84f7d7d,b561927807645834b59ef0d16ba55a24,1536009026,13.59,12.79,5,2cc96e1e4307b9b4c1e710fb2c3b5d24,1535317040,1535317826,1535361180,1535657269,1536710400,39,341,1,200,16,6,11,13,17516,SP,2955,SP,1,credit_card,1,26.38
1be077a2d74abc6941e3fe47906df83c,768a86e36ad6aae3d03ee3c6433d61df,1535070309,24.0,15.27,3,8533aa252bf31a01e141f49c31cf319a,1534896751,1534897509,1534929900,1535509350,1537228800,34,158,2,150,16,18,18,15,29090,ES,1529,SP,1,credit_card,3,39.27
253d579d3a543d50016d25936dc1be2e,768a86e36ad6aae3d03ee3c6433d61df,1535403333,36.82,18.36,5,5c41ba9c90e008cd79328fd5fca8e502,1535056062,1535057733,1535112540,1535551717,1536105600,53,286,2,300,16,20,20,15,35666,MG,1529,SP,1,credit_card,4,55.18
6609d9a71a607da16750629d52615b9e,f80edd2c5aaa505cc4b0a3b219abf4b8,1535391919,27.9,11.22,5,b3ae360749eac8fe9388ca0ce8f27d4f,1535045150,1535046319,1535115360,1535400688,1535587200,46,964,5,1100,20,16,30,27,11075,SP,3431,SP,1,credit_card,1,39.12
c98cf453c550c3349275b8381ebb3509,5f26c1408a65b42a7224cd463bdf3292,1535486661,102.0,18.81,5,f4285ca515912592837da578425f59e3,1535312732,1535313861,1535385420,1535661412,1536796800,52,466,1,250,21,8,27,1,99010,RS,86707,PR,1,credit_card,3,120.81
a8a2dc008fdc6317702317958b880000,4e17c65a516f69d023a2ae78b84f28d6,1536175886,149.0,16.14,5,40bbf05156775873f7c2540c0429b95c,1535311371,1535312122,1535372820,1535576723,1537142400,36,653,1,400,16,16,16,7,30390,MG,8673,SP,1,credit_card,7,165.14
e116e213716b7b91f8a320c37939ed17,fd386aa7bed2af3c7035c65506c9b4a3,1535544259,23.8,18.27,5,50096615bb761a7405c8554e3df4c345,1535197715,1535198690,1535382180,1535657563,1537920000,57,311,1,250,25,10,15,8,28634,RJ,4208,SP,1,credit_card,4,42.07
4aaa2ddc43f64a2db232b71fc4639064,6039e27294dc75811c0d8a39069f52c0,1536030313,149.9,30.85,5,ba936b691c12f67e4c24f195f5d2f5bd,1534975466,1535079913,1535376600,1535644367,1536796800,28,131,3,6050,16,61,41,33,71938,DF,6162,SP,1,boleto,1,180.75
aef98ce647739e381bae28e004c63235,671585f5a2af58b6e276bc01003c0d2b,1535338224,40.0,15.38,5,e8dddda26942e4141e957870ba0ad2e6,1534937279,1534992624,1535035860,1535378343,1536019200,52,904,4,200,22,7,15,8,9861,SP,80510,PR,1,boleto,1,55.38
0820af09ddc75b84841b1fab4da4be9b,d91fb3b7d041e83b64a00a3edfb37e4f,1535464212,11.55,7.87,5,da39c932a77f8bc1295a49f1ff45f5f4,1534944933,1534945812,1535027940,1535406701,1535587200,60,462,1,100,18,8,13,34,6395,SP,11704,SP,1,credit_card,1,19.42
9799f204443f39b914cb108eb13ef6e2,55dedd83e501d8248880557d9073cbfd,1535658235,84.9,8.01,5,930ae890c223dddbd81d9870d9701ec7,1535484701,1535485435,1535538120,1535671115,1535932800,58,2951,2,150,16,6,11,1,22610,RJ,22061,RJ,1,credit_card,2,185.82
da0bb22eb8eb2bce31a3784570528efb,3d871de0142ce09b7081e2b9d1733cb1,1535971815,79.0,41.53,5,c8c9a89a37a20ae0d0b8abd5978e1240,1535279887,1535280615,1535377020,1535576919,1537142400,50,354,3,6350,38,30,28,13,20210,RJ,13232,SP,1,credit_card,4,120.53
e98a500a671ec3eea9a498507b0154fa,cab85505710c7cb9b720bceb52b01cee,1535453136,49.9,13.01,4,5f939670e359f53676cdbdee12e5e2dd,1535019779,1535021136,1535118720,1535664999,1536192000,36,336,5,150,16,5,20,18,12080,SP,2252,SP,1,credit_card,2,62.91
e0bf01f7bf9a2581d5b670edf6252aaa,9dc79dd988ac42f4d56c340d7048420a,1535556689,129.9,9.07,5,e8fe0f56504f85ac492a818a3e659de2,1535383125,1535385607,1535465160,1535579821,1535587200,55,1423,5,333,32,22,26,1,1502,SP,3569,SP,1,credit_card,6,138.97
114d1f71a8c0da5baa0894d00b9debb6,3be634553519fb6536a03e1358e9fdc7,1535579118,20.2,7.4,5,c0fc852fa9977d4c42831774ed0a7eba,1535405776,1535406318,1535468280,1535578426,1535932800,35,421,1,150,45,10,11,6,5185,SP,8275,SP,1,debit_card,1,27.6
7c4a8bec217df1de0df2b5aaf8175b65,7040e82f899a04d1b434b795a43b4617,1535544919,14.9,15.23,1,4875ee0c667adc19c074d48b862bae0d,1535025565,1535026519,1535037660,1535477584,1536710400,58,675,2,167,16,4,11,21,21550,RJ,1026,SP,1,credit_card,1,60.26
d51f9e208b88e49c98f6a55649d5df35,65febd49fd28ec955651299159b1f527,1535103020,55.0,11.41,5,3703dabac361c6249a0d8d21564fb925,1534929427,1534930220,1534952640,1535355757,1535328000,55,94,2,1200,21,21,21,8,5017,SP,3275,SP,1,credit_card,1,66.41
716a15647e7f7cfa2f875d657dae4c03,213fafb0ca06fb3d5886579c2565791b,1535624209,44.9,9.44,1,8ee18779cf374be7b2bebc957901b9cd,1535019811,1535105809,1535123280,1535566871,1535673600,41,634,3,625,18,14,16,23,31155,MG,35700,MG,1,credit_card,3,54.34
fe7f10e5c9d36a294333b0c35ccc24ad,cc63f0dd2acba93ffed4fe9f8e0321fa,1535513131,62.8,23.24,3,5ca9d51e7f3f073fd3ce1024b29579b6,1534955895,1535081131,1535183220,1535641545,1537747200,41,786,4,1150,30,25,20,8,28400,RJ,15025,SP,1,boleto,1,86.04
145978af3e89b318be0b717a0953649a,18e694e0e48ed6f7aa3f24aade5fd697,1535476522,20.9,12.81,4,75f63f0c91f311a86444d9f5c49e3579,1535043764,1535044522,1535116680,1535472219,1536019200,56,295,3,150,31,3,28,2,12040,SP,13224,SP,1,credit_card,2,33.71
ab1106e227a745836a0dc83b374e2575,cbd996ad3c1b7dc71fd0e5f5df9087e2,1535581439,22.6,12.82,5,772b44cd8aa7c266a3efaf363ff48410,1535407979,1535408639,1535470440,1535647123,1536019200,52,869,1,325,16,9,13,46,14060,SP,15081,SP,1,debit_card,1,35.42
79312078abfa6604747217cd3cf9e6f9,c66dccfb3f109511246da627dd5a2498,1535474718,289.0,14.68,5,bc3327481eb6481c9de552b1b15abf6e,1535128324,1535129118,1535376480,1535670411,1536105600,39,628,1,400,20,13,13,10,18078,SP,11900,SP,1,credit_card,10,303.68
c1079a63b2984263e9942c44c7ab2da4,dfa0c4c6229ab200a4a1336b4d7128ff,1535124914,48.0,19.53,5,f3d920c8e775b5e543f2f89af5969774,1534951608,1534952114,1534952340,1535408639,1536019200,53,360,2,800,30,12,22,30,13480,SP,88085,SC,1,credit_card,1,67.53
